epoch,sample_id,index,text,variant,token_accuracy,q0_accuracy,wav_path
10,ulsan_000006,1,그래 급속도로 빠져나가고 근육도,gt_all,1.0,1.0,hybrid/epoch-10/sample_001/gt_all.wav
10,ulsan_000006,1,그래 급속도로 빠져나가고 근육도,pred_all,0.0494791679084301,0.1666666716337204,hybrid/epoch-10/sample_001/pred_all.wav
10,ulsan_000006,1,그래 급속도로 빠져나가고 근육도,pred_q0_to_0_gt_rest,0.9479166865348816,0.1666666716337204,hybrid/epoch-10/sample_001/pred_q0_to_0_gt_rest.wav
10,ulsan_000006,1,그래 급속도로 빠져나가고 근육도,gt_q0_to_0_pred_rest,0.1015625,1.0,hybrid/epoch-10/sample_001/gt_q0_to_0_pred_rest.wav
10,ulsan_000006,1,그래 급속도로 빠져나가고 근육도,pred_q0_to_1_gt_rest,0.8919270634651184,0.1666666716337204,hybrid/epoch-10/sample_001/pred_q0_to_1_gt_rest.wav
10,ulsan_000006,1,그래 급속도로 빠져나가고 근육도,gt_q0_to_1_pred_rest,0.1575520783662796,1.0,hybrid/epoch-10/sample_001/gt_q0_to_1_pred_rest.wav
10,ulsan_000006,1,그래 급속도로 빠져나가고 근육도,pred_q0_to_3_gt_rest,0.7760416865348816,0.1666666716337204,hybrid/epoch-10/sample_001/pred_q0_to_3_gt_rest.wav
10,ulsan_000006,1,그래 급속도로 빠져나가고 근육도,gt_q0_to_3_pred_rest,0.2734375,1.0,hybrid/epoch-10/sample_001/gt_q0_to_3_pred_rest.wav
10,ulsan_000006,1,그래 급속도로 빠져나가고 근육도,pred_q0_to_7_gt_rest,0.5416666865348816,0.1666666716337204,hybrid/epoch-10/sample_001/pred_q0_to_7_gt_rest.wav
10,ulsan_000006,1,그래 급속도로 빠져나가고 근육도,gt_q0_to_7_pred_rest,0.5078125,1.0,hybrid/epoch-10/sample_001/gt_q0_to_7_pred_rest.wav
10,ulsan_001843,2,가끔씩 재밌을 때도 있지만,gt_all,1.0,1.0,hybrid/epoch-10/sample_002/gt_all.wav
10,ulsan_001843,2,가끔씩 재밌을 때도 있지만,pred_all,0.05312500149011612,0.20000000298023224,hybrid/epoch-10/sample_002/pred_all.wav
10,ulsan_001843,2,가끔씩 재밌을 때도 있지만,pred_q0_to_0_gt_rest,0.949999988079071,0.20000000298023224,hybrid/epoch-10/sample_002/pred_q0_to_0_gt_rest.wav
10,ulsan_001843,2,가끔씩 재밌을 때도 있지만,gt_q0_to_0_pred_rest,0.10312499850988388,1.0,hybrid/epoch-10/sample_002/gt_q0_to_0_pred_rest.wav
10,ulsan_001843,2,가끔씩 재밌을 때도 있지만,pred_q0_to_1_gt_rest,0.890625,0.20000000298023224,hybrid/epoch-10/sample_002/pred_q0_to_1_gt_rest.wav
10,ulsan_001843,2,가끔씩 재밌을 때도 있지만,gt_q0_to_1_pred_rest,0.16249999403953552,1.0,hybrid/epoch-10/sample_002/gt_q0_to_1_pred_rest.wav
